,"theta=0.1,h=0","theta=0.1,h=1","theta=0.1,h=2","theta=0.1,h=3","theta=0.1,h=4","theta=0.1,h=5","theta=0.1,h=6","theta=0.1,h=7","theta=0.1,h=8","theta=0.1,h=9","theta=0.2,h=0","theta=0.2,h=1","theta=0.2,h=2","theta=0.2,h=3","theta=0.2,h=4","theta=0.2,h=5","theta=0.2,h=6","theta=0.2,h=7","theta=0.2,h=8","theta=0.2,h=9","theta=0.3,h=0","theta=0.3,h=1","theta=0.3,h=2","theta=0.3,h=3","theta=0.3,h=4","theta=0.3,h=5","theta=0.3,h=6","theta=0.3,h=7","theta=0.3,h=8","theta=0.3,h=9","theta=0.4,h=0","theta=0.4,h=1","theta=0.4,h=2","theta=0.4,h=3","theta=0.4,h=4","theta=0.4,h=5","theta=0.4,h=6","theta=0.4,h=7","theta=0.4,h=8","theta=0.4,h=9","theta=0.5,h=0","theta=0.5,h=1","theta=0.5,h=2","theta=0.5,h=3","theta=0.5,h=4","theta=0.5,h=5","theta=0.5,h=6","theta=0.5,h=7","theta=0.5,h=8","theta=0.5,h=9","theta=0.6,h=0","theta=0.6,h=1","theta=0.6,h=2","theta=0.6,h=3","theta=0.6,h=4","theta=0.6,h=5","theta=0.6,h=6","theta=0.6,h=7","theta=0.6,h=8","theta=0.6,h=9","theta=0.7,h=0","theta=0.7,h=1","theta=0.7,h=2","theta=0.7,h=3","theta=0.7,h=4","theta=0.7,h=5","theta=0.7,h=6","theta=0.7,h=7","theta=0.7,h=8","theta=0.7,h=9","theta=0.8,h=0","theta=0.8,h=1","theta=0.8,h=2","theta=0.8,h=3","theta=0.8,h=4","theta=0.8,h=5","theta=0.8,h=6","theta=0.8,h=7","theta=0.8,h=8","theta=0.8,h=9","theta=0.9,h=0","theta=0.9,h=1","theta=0.9,h=2","theta=0.9,h=3","theta=0.9,h=4","theta=0.9,h=5","theta=0.9,h=6","theta=0.9,h=7","theta=0.9,h=8","theta=0.9,h=9"
2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,5.625,5.625,5.625,5.625,5.625,5.625,5.625,5.625,5.625,5.625,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.625,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25,2.25
2005,1.88372105,6.88372105,6.88372105,6.88372105,6.88372105,6.88372105,6.88372105,6.88372105,6.88372105,6.88372105,1.72093032,6.72093032,6.72093032,6.72093032,6.72093032,6.72093032,6.72093032,6.72093032,6.72093032,6.72093032,3.27906988,6.16279078,6.16279078,6.16279078,6.16279078,6.16279078,6.16279078,6.16279078,6.16279078,6.16279078,1.90697688,4.13953498,4.13953498,4.13953498,4.13953498,4.13953498,4.13953498,4.13953498,4.13953498,4.13953498,1.65116288,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,2.20930238,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,2.20930238,3.20930238,3.20930238,3.20930238,3.20930238,3.20930238,3.20930238,3.20930238,3.20930238,3.20930238,2.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,2.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098,3.88372098
2006,4.46930052,5.87228552,9.57377812,9.57377812,9.57377812,9.57377812,9.57377812,9.57377812,9.57377812,9.57377812,3.90531714,5.30830214,9.00979474,9.00979474,9.00979474,9.00979474,9.00979474,9.00979474,9.00979474,9.00979474,4.59701487,4.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,5.05970147,5.05970147,8.05970147,8.05970147,8.05970147,8.05970147,8.05970147,8.05970147,8.05970147,8.05970147,4.59701487,4.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,5.59701487,5.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,5.59701487,5.59701487,6.59701487,6.59701487,6.59701487,6.59701487,6.59701487,6.59701487,6.59701487,6.59701487,6.59701487,6.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,6.59701487,6.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487,7.59701487
2007,1.75,5.75,7.75,10.75,10.75,10.75,10.75,10.75,10.75,10.75,2.375,5.375,7.375,10.375,10.375,10.375,10.375,10.375,10.375,10.375,2.375,7.375,7.375,10.375,10.375,10.375,10.375,10.375,10.375,10.375,2.375,7.375,7.375,10.375,10.375,10.375,10.375,10.375,10.375,10.375,1.95,6.95,6.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,1.95,7.95,7.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,1.95,7.95,7.95,8.95,8.95,8.95,8.95,8.95,8.95,8.95,3.95,8.95,8.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95,3.95,8.95,8.95,9.95,9.95,9.95,9.95,9.95,9.95,9.95
2008,4.970835268,5.970835268,8.670018568,10.67001857,13.67001857,13.67001857,13.67001857,13.67001857,13.67001857,13.67001857,4.561450114,6.435236514,8.260633414,10.26063341,13.26063341,13.26063341,13.26063341,13.26063341,13.26063341,13.26063341,3.740021514,5.613807914,9.439204814,9.439204814,12.43920481,12.43920481,12.43920481,12.43920481,12.43920481,12.43920481,3.740021514,5.613807914,9.439204814,9.439204814,12.43920481,12.43920481,12.43920481,12.43920481,12.43920481,12.43920481,2.851132714,4.724919114,8.550316014,8.550316014,11.55031601,11.55031601,11.55031601,11.55031601,11.55031601,11.55031601,2.851132714,4.724919114,8.439204814,8.439204814,10.43920481,10.43920481,10.43920481,10.43920481,10.43920481,10.43920481,2.184466014,4.058252414,7.772538114,7.772538114,8.772538114,8.772538114,8.772538114,8.772538114,8.772538114,8.772538114,2.184466014,6.058252414,8.058252414,8.058252414,9.058252414,9.058252414,9.058252414,9.058252414,9.058252414,9.058252414,2.184466014,5.184466014,7.184466014,7.184466014,8.184466014,8.184466014,8.184466014,8.184466014,8.184466014,8.184466014
2009,4.06009945,7.04191763,8.04191763,12.04191763,14.00555399,17.00555399,17.00555399,17.00555399,17.00555399,17.00555399,5.04191763,7.04191763,9.04191763,12.04191763,14.00555399,17.00555399,17.00555399,17.00555399,17.00555399,17.00555399,5.04191763,7.04191763,9.04191763,14.00555399,14.00555399,17.00555399,17.00555399,17.00555399,17.00555399,17.00555399,5.04191763,7.04191763,9.04191763,14.00555399,14.00555399,17.00555399,17.00555399,17.00555399,17.00555399,17.00555399,5.04191763,7.04191763,9.04191763,14.00555399,14.00555399,17.00555399,17.00555399,17.00555399,17.00555399,17.00555399,5.04191763,7.04191763,9.04191763,13.00555399,13.00555399,15.00555399,15.00555399,15.00555399,15.00555399,15.00555399,5.04191763,7.04191763,9.04191763,13.00555399,13.00555399,14.00555399,14.00555399,14.00555399,14.00555399,14.00555399,5.04191763,7.04191763,11.00555399,13.00555399,13.00555399,14.00555399,14.00555399,14.00555399,14.00555399,14.00555399,5.04191763,7.04191763,10.00555399,12.00555399,12.00555399,13.00555399,13.00555399,13.00555399,13.00555399,13.00555399
2010,4.4117647,8.4117647,11.4117647,12.4117647,16.4117647,18.35294117,21.35294117,21.35294117,21.35294117,21.35294117,4.2941176,9.2941176,11.2941176,13.2941176,16.2941176,18.23529407,21.23529407,21.23529407,21.23529407,21.23529407,3.75,8.75,10.75,12.75,17.69117647,17.69117647,20.69117647,20.69117647,20.69117647,20.69117647,3.75,8.75,10.75,12.75,17.69117647,17.69117647,20.69117647,20.69117647,20.69117647,20.69117647,3.75,8.75,10.75,12.75,17.69117647,17.69117647,20.69117647,20.69117647,20.69117647,20.69117647,3.75,8.75,10.75,12.75,16.69117647,16.69117647,18.69117647,18.69117647,18.69117647,18.69117647,3.75,8.75,10.75,12.75,16.69117647,16.69117647,17.69117647,17.69117647,17.69117647,17.69117647,3,8,10,13.94117647,15.94117647,15.94117647,16.94117647,16.94117647,16.94117647,16.94117647,3,8,10,12.94117647,14.94117647,14.94117647,15.94117647,15.94117647,15.94117647,15.94117647
2011,6.49166668,7.49166668,11.49166668,14.49166668,15.49166668,19.49166668,21.4638889,23.4638889,23.4638889,23.4638889,6.22777778,7.22777778,12.22777778,14.22777778,16.22777778,19.22777778,21.2,23.2,23.2,23.2,6.22777778,7.22777778,12.22777778,14.22777778,16.22777778,21.2,21.2,23.2,23.2,23.2,6.22777778,7.22777778,12.22777778,14.22777778,16.22777778,21.2,21.2,23.2,23.2,23.2,6.22777778,7.22777778,12.22777778,14.22777778,16.22777778,21.2,21.2,23.2,23.2,23.2,6.22777778,7.22777778,12.22777778,14.22777778,16.22777778,19.2,19.2,21.2,21.2,21.2,5.60277778,6.60277778,11.60277778,13.60277778,15.60277778,18.575,18.575,19.575,19.575,19.575,5.60277778,6.60277778,11.60277778,13.60277778,17.575,18.575,18.575,19.575,19.575,19.575,4.80277778,5.80277778,10.80277778,12.80277778,15.775,16.775,16.775,17.775,17.775,17.775
2012,4.0097677,9.224664,9.9938948,13.1587301,15.9279609,16.9279609,20.7057387,22.4749695,24.4749695,24.4749695,3.4590962,8.5311354,9.3003662,13.2344323,15.2344323,17.0122101,20.0122101,21.7814409,23.7814409,23.7814409,2.5897437,6.2649574,7.0341882,10.9682543,12.9682543,14.7460321,19.5152629,19.5152629,21.5152629,21.5152629,2.5677657,6.2429794,7.0122102,10.9462763,12.9462763,14.7240541,19.4932849,19.4932849,21.4932849,21.4932849,2.5677657,5.798535,6.5677658,10.5018319,12.5018319,14.2796097,19.0488405,19.0488405,21.0488405,21.0488405,2.5677657,5.798535,6.5677658,10.5018319,12.5018319,14.2796097,17.0488405,17.0488405,19.0488405,19.0488405,2.5677657,5.1062273,5.8754581,9.8095242,11.8095242,13.587302,16.3565328,16.3565328,17.3565328,17.3565328,2.5677657,3.5677657,3.5677657,4.4249086,6.4249086,8.4249086,9.4249086,9.4249086,10.4249086,10.4249086,2.5677657,3.5677657,3.5677657,3.5677657,5.5677657,7.5677657,8.5677657,8.5677657,9.5677657,9.5677657
