#name	rank	LBI
1	1	31.875
18	2	7.703536191376868
5	3	7.640461483257681
29	4	7.5634790432234595
17	5	7.202541561663895
10	6	7.062594310068803
12	7	7.06231752661718
14	8	7.04446575973233
27	9	7.04308008296458
7	10	7.042851309504995
6	11	7.042851309483426
11	12	7.0075218350920485
4	13	4.635436167714979
42	14	4.462859701714448
41	15	4.405670644715486
40	16	4.336449076999962
49	17	4.219255748494043
35	18	4.204682842846615
48	19	4.1924064024797065
47	20	4.190733362096948
44	21	4.130964690401384
46	22	4.130805616819426
50	23	4.067067782375891
30	24	4.006157660674738
36	25	3.949514981484036
31	26	3.7724434786837495
32	27	3.7124115957626476
37	28	3.70064188225688
34	29	1.8750000417242223
23	30	1.8316738243470634
24	31	1.7793477370881108
25	32	1.7350094487769472
33	33	1.2604471406041782
21	34	0.7491208297168962
19	35	0.7457817728160279
20	36	0.7243897619162915
22	37	0.690785363741023
28	38	0.6354375504623051
39	39	0.6354363769476257
3	40	0.5
15	41	0.38544137254602506
38	42	0.37831369097615275
9	43	0.3750012165252448
8	44	0.3750011975845933
16	45	0.333492587022641
2	46	0.27087282191896583
13	47	0.2708728213516872
45	48	0.26043711087613447
26	49	0.1667259407418207
43	50	0.14586356891799304
