#name	rank	LBI
8	1	10.124999759837966
33	2	4.699069969060508
27	3	4.648836877498841
34	4	4.431506819463191
31	5	4.399718747229713
30	6	4.382152990408078
10	7	2.995583827640859
17	8	2.9073120387457982
16	9	2.857871024816519
13	10	2.8416416826153847
14	11	2.8413276480965233
15	12	2.841253038710464
18	13	2.8399816762015218
12	14	2.7943898420106525
25	15	2.4830096978584977
19	16	2.380373300707671
6	17	1.3749998634531002
7	18	1.2585006269713965
32	19	1.0680669039640283
23	20	0.7585107170309963
5	21	0.7500020436176509
4	22	0.375
2	23	0.375
20	24	0.2901907937434469
22	25	0.2755018809084764
21	26	0.2585000149447711
1	27	0.24999894292363922
24	28	0.1844857758256817
3	29	0.15048957959410902
29	30	0.14201505718912139
28	31	0.14201436179316718
11	32	0.142005731599543
26	33	0.14199305311721688
9	34	0.14199305306476356
