#name	rank	LBI
84	1	71.75681137724813
899	2	48.04174021243857
901	3	45.456966475514626
1043	4	45.445939822379046
902	5	45.44320428241298
483	6	37.1249906040735
742	7	30.901019830081538
620	8	30.12500006747257
821	9	29.225691991121035
1	10	20.24998006868632
431	11	11.49996130854056
430	12	5.57658949017415
411	13	4.589714037183037
417	14	4.366741726561211
416	15	4.354087090243937
428	16	4.349604088567064
882	17	4.020003043047265
896	18	3.85542030576821
891	19	3.8284122200856046
884	20	3.828226871186738
892	21	3.8281140386097037
887	22	3.802941361596296
888	23	3.802836401342274
389	24	3.479952712722498
409	25	3.3183385614364993
390	26	3.3051206877771437
397	27	3.3048662362287016
400	28	3.3047823328747703
399	29	3.304781361395839
395	30	3.304425110800283
396	31	3.2923485490458577
398	32	3.2923485490458577
394	33	3.2921119775705705
602	34	3.1218013539489085
867	35	3.0652400051208732
877	36	2.9252989898685233
879	37	2.9025035567092146
876	38	2.900351970719102
741	39	2.8982586158813977
1049	40	2.625639474234112
378	41	2.387409563966184
387	42	2.2873719024850003
379	43	2.284507466511571
382	44	2.2844573266664367
609	45	2.2828086703650965
380	46	2.2718005289323777
613	47	2.161316803110251
1063	48	2.0814035480216777
898	49	1.8337072066847186
897	50	1.7794623527422506
477	51	1.5067838802255296
740	52	1.142087511931717
859	53	1.0388468500809198
366	54	1.0199836769592048
352	55	0.9931985243615504
864	56	0.9864157566966963
367	57	0.9788912621947841
353	58	0.9660639591563366
619	59	0.9047670924999517
410	60	0.8912059256890172
603	61	0.8737160177899012
1037	62	0.8593569433617912
604	63	0.8530342061793179
1038	64	0.839462464523628
607	65	0.8352029252644227
606	66	0.8280106996383798
1040	67	0.8230583128737105
1039	68	0.8144720465744029
618	69	0.8098389247006909
590	70	0.776015376951429
358	71	0.7493926185664798
594	72	0.7363973135520682
83	73	0.7216913403332752
1044	74	0.6878464152287964
1047	75	0.6658992415362918
1045	76	0.6647769815514013
1046	77	0.6522316347357027
388	78	0.6403243394126937
1062	79	0.6335437559885476
429	80	0.5931874303858837
596	81	0.5908789861408623
597	82	0.5855666653558886
362	83	0.5716519024773059
598	84	0.5670441150885224
1061	85	0.5453964649785681
364	86	0.5452412216602232
363	87	0.5424145976920602
845	88	0.5256313271799127
846	89	0.5238688472781229
405	90	0.513050059153602
406	91	0.5119719475708624
82	92	0.5114932545340533
847	93	0.500322385180161
323	94	0.49928193760411976
407	95	0.48699398624809803
739	96	0.4165650867537595
586	97	0.408178400130758
574	98	0.39459416337807846
322	99	0.3935265257449655
1050	100	0.3890276515687194
1052	101	0.3890261313917168
320	102	0.3878078454939401
588	103	0.38780685720040725
617	104	0.38281234109001927
1018	105	0.3817838792723441
1058	106	0.38177841274033397
295	107	0.38139858970763507
310	108	0.38139697166862163
89	109	0.3804361297780977
85	110	0.38041800380227864
88	111	0.3804178333499418
939	112	0.3785970174423759
948	113	0.3785772563558791
949	114	0.3785771281105649
966	115	0.378577098147692
953	116	0.3785765852455479
954	117	0.37857649341587707
955	118	0.3785764351479497
958	119	0.3785761427570429
81	120	0.3758815862764907
433	121	0.3758077719967796
432	122	0.3757982266858229
425	123	0.37530857592714134
423	124	0.3753084095707924
421	125	0.3753082343567228
393	126	0.3752237510542154
324	127	0.37522364819429044
354	128	0.3750474039608887
1019	129	0.37500049202522495
759	130	0.37500018503866717
554	131	0.37499999937126044
214	132	0.3749999993593818
220	133	0.3749999993428053
623	134	0.3749999992218359
148	135	0.37499999861377215
23	136	0.3749999985179949
37	137	0.37499999839768455
7	138	0.3749999982955611
456	139	0.37499960984235714
440	140	0.3749916311738436
1055	141	0.37499156566141556
204	142	0.3749913140120294
256	143	0.3749912789618015
149	144	0.3749910301113161
24	145	0.37499087818130605
140	146	0.3749907032610028
987	147	0.3749906989907834
861	148	0.3749906491774733
751	149	0.37499058570733673
99	150	0.37499057197668706
453	151	0.37499053434388163
262	152	0.3749905340638003
937	153	0.3749905247014118
117	154	0.3749904673569089
545	155	0.37499044854890057
233	156	0.3749904442771475
462	157	0.3749904361396554
506	158	0.37499041512391723
14	159	0.3749904079408214
201	160	0.374990399033649
449	161	0.37499038735256995
502	162	0.3749903696093407
238	163	0.3749903486060633
104	164	0.3749903269910102
994	165	0.3749903194862318
791	166	0.3749902556013238
641	167	0.3749902099679901
106	168	0.3749901724996969
634	169	0.37499015927722856
813	170	0.37499015099466926
780	171	0.3749900266330389
65	172	0.3749900090649225
647	173	0.3749900080212141
524	174	0.3749899150266049
38	175	0.3749899035339225
794	176	0.37498989121223864
43	177	0.37498979985363756
8	178	0.3749896944963686
263	179	0.3749827433923517
108	180	0.37498262934151183
92	181	0.374982513781421
309	182	0.3749822769429464
424	183	0.37498197930963084
186	184	0.3749819240032597
139	185	0.37498186170781017
986	186	0.37498185150997587
130	187	0.3749817611377299
252	188	0.37498170687117516
174	189	0.3749816807459802
132	190	0.37498166693595114
143	191	0.37498166313553394
136	192	0.37498164536694145
125	193	0.374981639574275
135	194	0.3749816088022889
181	195	0.37498160012618403
124	196	0.3749815725624148
499	197	0.3749815702920096
980	198	0.37498155773043446
979	199	0.37498151512082606
933	200	0.3749814924243072
988	201	0.3749814868469351
269	202	0.3749814543759996
990	203	0.3749813679619938
266	204	0.3749813468474822
156	205	0.3749812598076935
479	206	0.3749811559010639
500	207	0.37498114623234835
528	208	0.3749811414851151
498	209	0.37498109380962463
172	210	0.37498107011123966
758	211	0.374981068280521
753	212	0.37498105238799934
122	213	0.3749810467876006
267	214	0.37498098298539967
454	215	0.37498096883890475
49	216	0.3749809547152256
509	217	0.37498095322947034
752	218	0.3749809259878955
661	219	0.37498090184532
778	220	0.3749809006218289
236	221	0.37498088761072346
237	222	0.37498088716103795
503	223	0.3749808542603157
452	224	0.3749808255124496
163	225	0.3749808245302847
938	226	0.3749808190672326
776	227	0.37498074956338145
504	228	0.3749807493881509
636	229	0.3749806266575363
631	230	0.37498060759475116
799	231	0.37498058865886547
3	232	0.37498056448655126
671	233	0.37498054108528417
654	234	0.37498052851185437
160	235	0.37498052734381315
50	236	0.3749805236508645
689	237	0.374980505020174
651	238	0.37498050301671465
628	239	0.37498049301555353
650	240	0.3749804802872596
635	241	0.3749804700563286
18	242	0.37498043122046554
296	243	0.37498042652666813
781	244	0.3749804194718236
625	245	0.3749804069992571
624	246	0.37498040551645895
672	247	0.3749803929196255
638	248	0.3749803928989067
629	249	0.37498038261716593
486	250	0.37498034604437686
680	251	0.37498032079419663
10	252	0.3749802554291343
5	253	0.37498023227963917
39	254	0.374980190168845
796	255	0.37498017122041016
795	256	0.3749801382782866
645	257	0.37498004563162957
47	258	0.3749800406839844
644	259	0.3749799696543666
797	260	0.3749799653977416
792	261	0.3749799512331227
793	262	0.3749799441273943
642	263	0.37497994290782866
516	264	0.37497993804218527
646	265	0.3749799327635749
