#name	rank	LBI
6	1	58.25435787511215
51	2	25.55303335031991
62	3	24.716270178217002
38	4	12.499283063938408
1	5	5.5
63	6	1.3302047426338954
50	7	1.2400683281251759
37	8	0.8567635903321467
17	9	0.7499999989589308
19	10	0.7396150241919224
61	11	0.6782868172388216
46	12	0.6702586932970971
44	13	0.6577099808571415
47	14	0.6500176484393484
45	15	0.6370008628275217
20	16	0.6285667774670313
59	17	0.6184930188725388
5	18	0.5130729734973132
30	19	0.40842432923718097
49	20	0.4081811272586284
31	21	0.39611588850390494
4	22	0.3863441394043381
36	23	0.260027805358908
8	24	0.2540938490879528
48	25	0.23389339169440965
42	26	0.19493959147792328
35	27	0.18598029919434556
34	28	0.17726882788086762
43	29	0.1729132111412086
3	30	0.16855735656738968
33	31	0.16855735656738968
32	32	0.16855735656738968
29	33	0.16420162091065071
28	34	0.16420162091065071
27	35	0.15984588525391175
58	36	0.15559841472458447
57	37	0.15549037797900106
25	38	0.15549014959717278
26	39	0.15549014959717278
56	40	0.15113464512577435
23	41	0.1511344139404338
24	42	0.1511344139404338
41	43	0.14677880732733262
21	44	0.14677867828369484
18	45	0.14677867828369484
2	46	0.14677867828369484
22	47	0.14677867828369484
16	48	0.14677867828369484
55	49	0.1425318072796376
54	50	0.14253109300269362
60	51	0.14242300026057375
40	52	0.14242294287554824
12	53	0.14242294262695587
15	54	0.14242294262695587
14	55	0.14242294262695587
10	56	0.14242294262695587
13	57	0.14242294262695587
11	58	0.14242294262695587
53	59	0.13817581862560502
9	60	0.1380672069702169
52	61	0.1338199959445056
39	62	0.13371160139794808
7	63	0.13371147131347794
