#name	rank	LBI
4	1	15.380908226773176
7	2	9.885667414915233
2	3	6.625
30	4	5.643566590692129
48	5	5.542535939120123
21	6	5.496199784506589
51	7	5.460815041494878
35	8	5.459928823970237
37	9	5.459838931586673
39	10	5.459772423898253
38	11	5.459766890817085
49	12	5.451089073427778
31	13	5.4508674102638635
42	14	5.435339930869271
25	15	5.327777141552425
22	16	5.309713555292679
24	17	5.121052380728959
29	18	1.898270464679919
9	19	1.5560238745013095
10	20	1.5075831839862257
11	21	1.507514429565146
19	22	1.5007817473662615
44	23	0.7448371796139461
43	24	0.7446818532469601
46	25	0.7446698900393142
45	26	0.7178744414337246
50	27	0.4843029801952174
20	28	0.454133636521102
36	29	0.38621755063972246
41	30	0.27542145890626946
28	31	0.2731932266250434
15	32	0.263846215339672
33	33	0.2613615198487298
1	34	0.25
47	35	0.164531072141996
17	36	0.15933899819027453
18	37	0.15766722659420848
16	38	0.1530164005341892
40	39	0.14583766276036256
34	40	0.14125660476781862
32	41	0.1412298401900845
26	42	0.14085802178101306
23	43	0.14071616894322006
14	44	0.13900024168547906
27	45	0.13434660264479534
3	46	0.13433807098402945
12	47	0.134335704985385
13	48	0.134335699218012
8	49	0.1343334925284199
6	50	0.13433349250028484
5	51	0.13433349250028342
