#name	rank	LBI
10	1	338.10481589019514
3	2	161.071451132728
35	3	2.748413026640434
2	4	2.1411895295387526
9	5	1.814811284626247
34	6	1.1736129848819326
33	7	1.1240750769173449
7	8	0.6411940695976192
28	9	0.5080921226921621
6	10	0.3911955374867304
5	11	0.39119450118118937
25	12	0.3830960728458771
1	13	0.38309433772618584
23	14	0.37499788005707363
8	15	0.3147910810556953
18	16	0.25809323777048115
19	17	0.25809321218179276
22	18	0.258093128029349
31	19	0.1735659068831324
32	20	0.17356590671777383
30	21	0.17356590611635753
29	22	0.1654520366954921
24	23	0.14928296598625235
26	24	0.1492712319612635
27	25	0.14927123184070906
17	26	0.14118082975509147
16	27	0.14118080463165225
11	28	0.14118080463163982
15	29	0.14118080463141608
4	30	0.14118080463141608
20	31	0.14118080463141608
21	32	0.14118080463141608
13	33	0.14118080463141608
12	34	0.14118080463141608
14	35	0.14118080463141608
