#name	rank	LBI
3	1	23.172361366770005
85	2	22.03008875054084
66	3	21.774369316858035
49	4	20.98942190392181
36	5	20.92318421144139
27	6	20.729898721230796
25	7	20.610657197551188
39	8	20.596497326259662
23	9	20.56035093628544
22	10	20.56035093625947
16	11	20.533918594781728
17	12	20.53243955304662
15	13	20.519697297691838
4	14	20.517470991313758
7	15	20.513735240228232
8	16	20.511245122549642
10	17	20.5112451225494
11	18	20.508755311258277
12	19	20.508755311258014
5	20	20.492142235755892
68	21	19.693359502700694
86	22	19.483077972111605
58	23	18.98126774013622
50	24	18.701408774655224
32	25	18.512291564814536
28	26	18.415094481149417
40	27	18.27298950061591
44	28	18.27298755961011
73	29	17.557979918793094
75	30	17.500884744184724
72	31	17.500884743950007
71	32	17.420414879124067
61	33	17.23182243777962
89	34	17.222001277522292
88	35	17.21554763373255
87	36	17.213607999578862
53	37	16.636613788286038
35	38	16.458981028577604
33	39	16.43242941239983
29	40	16.319077634223376
54	41	14.763083982360962
56	42	13.07195993806035
55	43	13.044584752503397
84	44	4.125000000332263
77	45	3.634336191690807
64	46	3.601802779360587
82	47	3.5963004712283517
83	48	3.3447324469235364
79	49	3.320744783293141
80	50	3.3205656035010063
78	51	3.2660098004463585
37	52	2.106129250058284
38	53	1.12373336180373
74	54	1.083915605258314
59	55	0.7938587921666478
43	56	0.750317727530646
81	57	0.7273467703343307
24	58	0.6250000070319701
46	59	0.6250000054771445
63	60	0.6103872695178846
62	61	0.5957745329257853
60	62	0.5877107150694848
47	63	0.5438587864923446
57	64	0.529232337023169
42	65	0.5000000051209337
67	66	0.49999999999870237
14	67	0.3896127446793255
76	68	0.3896127427324899
2	69	0.375
19	70	0.37499999995786737
34	71	0.2792254804216914
9	72	0.26461274452450523
70	73	0.26461274362970066
52	74	0.26461274323437534
51	75	0.26461274319392514
30	76	0.26461274303846427
20	77	0.26461273751263203
1	78	0.25
26	79	0.22724116107114714
21	80	0.18342352364548936
18	81	0.16881764436542765
65	82	0.16881763743731956
69	83	0.15422548103111727
31	84	0.15422548071555756
13	85	0.15421176543159126
6	86	0.15421176537424355
41	87	0.1542117639006139
45	88	0.1542117638477552
48	89	0.15421175838177675
