#name	rank	LBI
2	1	213.74999992907857
39	2	199.1343882666309
24	3	142.18591936168204
33	4	77.7646769379229
20	5	64.88400560444055
11	6	3.374951878949993
32	7	2.3956756221457014
12	8	1.9992118397811511
17	9	1.8749999999998508
23	10	1.2584773167461647
31	11	1.1654370796675317
42	12	1.0524130162401644
19	13	1.011313201466251
53	14	0.786039930470179
6	15	0.7526125781917861
9	16	0.6547211135891571
18	17	0.6238409829492145
13	18	0.5066271310317468
5	19	0.502054586614533
49	20	0.49893362946887104
29	21	0.49879952454923127
16	22	0.498396426922323
37	23	0.4982574827351972
52	24	0.4040527617331936
38	25	0.3926678926024886
50	26	0.3819647921879647
7	27	0.3819630559218967
4	28	0.38137916497839686
48	29	0.3787914014700855
8	30	0.2871502069431423
10	31	0.27769345493024666
22	32	0.25753930931108426
34	33	0.2531767930204678
1	34	0.25126044455102514
51	35	0.1438627597561169
41	36	0.13689786239660995
30	37	0.13632273281767748
21	38	0.13394839326127927
14	39	0.13372488434225793
15	40	0.1337068398399232
43	41	0.13254213435567103
28	42	0.13254213435538154
46	43	0.13254213435370324
40	44	0.1325385212329392
45	45	0.13253851467591166
26	46	0.1325384953658113
47	47	0.1325384230123028
36	48	0.13253842276006744
44	49	0.13253842258054882
27	50	0.13253842258027865
35	51	0.1325384225794855
25	52	0.13253842257859183
3	53	0.13253842257859183
