#name	rank	LBI
213	1	128.56568762372342
138	2	128.37503221868656
254	3	127.18124372973432
165	4	120.5655089408605
159	5	119.99611486910446
155	6	119.95547080298846
150	7	119.90384204540823
152	8	119.84196832645341
140	9	119.831118590745
168	10	112.62258407602462
171	11	105.18098733530367
13	12	100.74997924085676
225	13	71.12502552199393
22	14	33.11146987694605
35	15	32.01905124903055
81	16	31.992467213206595
34	17	31.709956455388184
38	18	31.4706462443509
50	19	31.390070995945177
297	20	31.35341900209307
33	21	31.09960395862992
32	22	31.01487431157508
26	23	30.93548253801301
39	24	29.839913698482142
51	25	29.515222994072836
304	26	29.28896620866704
49	27	28.192133099069302
53	28	27.761674330894763
307	29	27.34815472703343
306	30	27.347083792154265
85	31	26.535076187472182
95	32	26.272652620054576
100	33	26.054543492558917
54	34	25.948160382370023
84	35	25.74984299012782
123	36	25.721216812025105
116	37	25.467932760631882
92	38	24.817383457516698
88	39	24.801461535150118
91	40	24.801461534345083
90	41	24.80146153392414
93	42	24.787454872175747
96	43	24.60504802907254
107	44	24.544637751746997
106	45	24.401817487208515
104	46	24.369003759966127
105	47	24.367377844144446
102	48	24.353736748629856
103	49	24.35373664339451
131	50	24.26202665129103
127	51	24.093680738746542
124	52	24.047765179827216
117	53	23.893968529405154
108	54	23.051162188858555
98	55	23.017529060640957
112	56	22.961900905957926
133	57	22.896068028423628
132	58	22.669149737575516
130	59	22.54337605464171
129	60	22.510160696956518
125	61	22.483058148376873
126	62	22.45519659937106
118	63	22.33841639077566
119	64	22.336913994240504
120	65	22.336012705005587
111	66	21.631957495770934
134	67	21.407843559400995
135	68	20.002004420205054
316	69	18.40768176904223
6	70	17.875
10	71	16.12500042964072
172	72	15.196131614909264
294	73	15.191537020890495
203	74	15.131139761787498
5	75	15.124999165969795
204	76	15.119619562313932
210	77	14.837953791462677
193	78	14.458902742154628
212	79	14.451431643859484
3	80	14.375
209	81	14.29148394752405
188	82	14.264133575445465
185	83	14.249484770633181
180	84	14.232375119361178
186	85	14.218977913446148
173	86	14.202674468462385
195	87	14.202292776599773
184	88	14.200489886986999
177	89	14.198363354568574
207	90	14.194508192364731
205	91	14.16290230977765
208	92	14.119742964823962
282	93	12.722772646035901
296	94	12.54215272724691
293	95	12.487993702883362
292	96	12.037626561602945
291	97	11.96077054418511
290	98	11.93963492851518
284	99	11.907807504815368
285	100	11.892375735633038
283	101	11.89205589539643
289	102	11.879886345567765
191	103	10.34369972768761
67	104	7.650823430195574
80	105	7.273635789650973
76	106	7.231310197351999
77	107	7.213677709786889
73	108	7.1910202696551675
72	109	7.173713048756177
69	110	7.173483096120739
233	111	4.778887427893869
224	112	4.7583062953207484
241	113	4.638432901844203
253	114	4.6045520652094885
240	115	4.591190665866565
239	116	4.541420032209105
235	117	4.493089855035877
242	118	4.4789210128773185
234	119	4.463040752874252
269	120	4.412248603511147
264	121	4.4046067341117
273	122	4.323664987200553
274	123	4.21999257576322
271	124	4.167595079700991
272	125	4.167595078285024
261	126	4.160579884965913
278	127	4.159966158350141
265	128	4.134027203952978
277	129	4.052497583699867
163	130	4.009199837265701
276	131	3.988124704279182
275	132	3.9720518731118366
266	133	3.8619259652604256
267	134	3.861767582880906
232	135	3.707163789005477
229	136	3.689454493807667
259	137	3.6416228369064765
231	138	3.621443000494075
230	139	3.492849488086797
257	140	3.4322465612548547
66	141	3.178500238756943
64	142	3.1530176726788612
63	143	3.1240654463740407
59	144	3.0891892458682073
194	145	3.066593644010544
57	146	2.9989899393915356
60	147	2.9176010242067485
161	148	2.6333028609168685
323	149	2.551962994042053
319	150	2.4921523865099697
322	151	2.37518945425574
320	152	2.3590523792483538
48	153	2.1335064827907413
196	154	2.01824978589049
252	155	2.008313358756196
201	156	1.9820671725399923
199	157	1.9810015411800996
202	158	1.8962132955594142
206	159	1.894888249013684
243	160	1.8252919700191945
160	161	1.7591678978619045
247	162	1.7526056982509086
245	163	1.7376301185426588
246	164	1.7376220106795806
244	165	1.7364319867034572
251	166	1.7172208803014846
20	167	1.658084278069217
308	168	1.4426736336586263
313	169	1.3955035688191952
309	170	1.3794616202811205
311	171	1.3793568579447295
315	172	1.3738348926690156
310	173	1.3493674494089487
280	174	1.2583301287635047
19	175	1.2493733023992817
